sid,sent_ts,label,scenario,http_status,episode_id
cf9155d1-ec5e-cfe0-5cf3-8df14d2692f2,1786797308.262326,0,benign_login,200,cf9155d1-ec5e-cfe0-5cf3-8df14d2692f2
24817e69-3674-21c9-1ec0-decaf3836d23,1786797308.28068,1,path_traversal,400,24817e69-3674-21c9-1ec0-decaf3836d23
b1d496b0-c44e-ca08-2a0c-020364be26fa,1786797308.2928827,0,benign_public,200,b1d496b0-c44e-ca08-2a0c-020364be26fa
6e6333de-c026-e8d2-30c0-90f8e9f8c4e7,1786797308.3046117,1,bruteforce,401,678f783d-6053-af94-853b-89eccd5a1068
c52a54f3-39fa-8776-9520-fc6009bbeb67,1786797308.3124688,1,bruteforce,401,678f783d-6053-af94-853b-89eccd5a1068
39437190-d7f7-9326-f1c4-08175a4b05de,1786797308.3227403,1,bruteforce,401,678f783d-6053-af94-853b-89eccd5a1068
186d7163-c025-36ad-25c0-eea625274f70,1786797308.329361,1,bruteforce,401,678f783d-6053-af94-853b-89eccd5a1068
d8ddf82e-d744-a87c-bd8d-95e93428f057,1786797308.3386123,1,bruteforce,401,678f783d-6053-af94-853b-89eccd5a1068
841ff50b-9cc9-51d4-14a9-c34a3906d04e,1786797308.3510363,0,benign_public,200,841ff50b-9cc9-51d4-14a9-c34a3906d04e
241d672b-0b15-b0a4-1f6b-df2c991ffb6c,1786797308.3660882,0,benign_login,200,241d672b-0b15-b0a4-1f6b-df2c991ffb6c
c2fbec28-7e3c-f81d-ce13-02e85904234a,1786797308.3737636,1,bruteforce,401,3ad9adcc-ee0a-93c7-d0d9-f40b619e4175
cbf1b185-f544-3dff-c4a3-82105b97313a,1786797308.3793583,1,bruteforce,401,3ad9adcc-ee0a-93c7-d0d9-f40b619e4175
1711b078-8e9d-337d-e201-4211fa51907a,1786797308.384541,1,bruteforce,401,3ad9adcc-ee0a-93c7-d0d9-f40b619e4175
4e6892fa-81dc-4860-57b5-ee11eae7ef96,1786797308.3966231,1,bruteforce,401,3ad9adcc-ee0a-93c7-d0d9-f40b619e4175
2949bc7a-76a3-fea8-010f-31d413251d3a,1786797308.4016688,1,bruteforce,401,3ad9adcc-ee0a-93c7-d0d9-f40b619e4175
3b5d5976-a811-7522-698b-99cf338c90a9,1786797308.4119081,1,command_probe,400,3b5d5976-a811-7522-698b-99cf338c90a9
032ddd7b-48cd-9698-0296-f9ad861c2129,1786797308.419388,0,benign_public,200,032ddd7b-48cd-9698-0296-f9ad861c2129
c185238c-5ee8-9ba4-61e8-453273af51aa,1786797308.434161,0,benign_status,200,c185238c-5ee8-9ba4-61e8-453273af51aa
f401c68f-a6ea-6761-1a5f-7d6e233cc86c,1786797308.4400954,0,benign_public,200,f401c68f-a6ea-6761-1a5f-7d6e233cc86c
a3e5982b-9663-c429-9e5f-fccda90a2d07,1786797308.446765,0,benign_public,200,a3e5982b-9663-c429-9e5f-fccda90a2d07
4bc232d8-f058-0771-f13a-3b864541d334,1786797308.4518428,0,benign_login,200,4bc232d8-f058-0771-f13a-3b864541d334
f030b00d-419a-488f-ac30-df38d2949734,1786797308.4570875,0,benign_login,200,f030b00d-419a-488f-ac30-df38d2949734
e81205e5-fa69-025f-5054-b07abd8c3249,1786797308.470234,0,benign_login,200,e81205e5-fa69-025f-5054-b07abd8c3249
f5bd8f1b-540c-2572-d521-9ddcfbe34429,1786797308.48567,0,benign_public,200,f5bd8f1b-540c-2572-d521-9ddcfbe34429
