sid,sent_ts,label,scenario,http_status,episode_id
d7545738-afb0-a0a8-893a-29274ffc98e1,1786797391.0536041,1,admin_probe,403,d7545738-afb0-a0a8-893a-29274ffc98e1
4987f14f-92cb-24ee-d39b-d8b6210f1585,1786797391.0797398,0,benign_login,200,4987f14f-92cb-24ee-d39b-d8b6210f1585
7142f60f-675a-9071-4d31-f7a970b6e783,1786797391.0961359,0,benign_status,200,7142f60f-675a-9071-4d31-f7a970b6e783
6d76b564-ca5c-3979-16c0-81eee919fd01,1786797391.1097066,1,bruteforce,401,8388cfd5-34d0-7ada-f388-7a6338dc5933
fc2d650b-a586-b551-7cf6-d01757e88315,1786797391.1147683,1,bruteforce,401,8388cfd5-34d0-7ada-f388-7a6338dc5933
544c8b8a-acd1-03c5-be63-8b29ed9757ff,1786797391.122324,1,bruteforce,401,8388cfd5-34d0-7ada-f388-7a6338dc5933
dc85d777-f0e0-dba9-1623-bd06cbb29a5f,1786797391.1359632,1,bruteforce,401,8388cfd5-34d0-7ada-f388-7a6338dc5933
d5dce0f7-7b47-da31-bfd4-790ccad58b55,1786797391.1452866,1,bruteforce,401,8388cfd5-34d0-7ada-f388-7a6338dc5933
d5442311-00ec-82a3-0c64-73dff51c0d66,1786797391.1614163,0,benign_public,200,d5442311-00ec-82a3-0c64-73dff51c0d66
6520d614-ecc5-b5a6-7e34-931f53ec00e9,1786797391.170849,0,benign_public,200,6520d614-ecc5-b5a6-7e34-931f53ec00e9
e3525a28-5133-3d5a-9a04-6ad757fea9c2,1786797391.185159,1,bruteforce,401,f17f36d1-135f-0337-6b3c-78ced2c93aaf
a2c90b48-6241-52f8-7371-077ac1902ec6,1786797391.1949997,1,bruteforce,401,f17f36d1-135f-0337-6b3c-78ced2c93aaf
9adc81d8-9968-0f1d-8f3c-51bb8d93e963,1786797391.2083235,1,bruteforce,401,f17f36d1-135f-0337-6b3c-78ced2c93aaf
6dc750e4-c23d-0d87-aebb-ecf020233a02,1786797391.2188592,1,bruteforce,401,f17f36d1-135f-0337-6b3c-78ced2c93aaf
edf74e6d-8ae7-c06a-b026-d1ee3bcce2d7,1786797391.2354674,1,bruteforce,401,f17f36d1-135f-0337-6b3c-78ced2c93aaf
167aac90-d75f-0b01-af36-756308085ff3,1786797391.2503986,1,command_probe,400,167aac90-d75f-0b01-af36-756308085ff3
4188e000-4336-eb8e-f396-9ead7e41f674,1786797391.2621486,1,admin_probe,403,4188e000-4336-eb8e-f396-9ead7e41f674
299031e9-469f-4e14-5702-b6d1f95cca57,1786797391.2771773,0,benign_public,200,299031e9-469f-4e14-5702-b6d1f95cca57
d7d51291-e1ae-a0e6-0695-2dfb4c9ab589,1786797391.2885718,1,path_traversal,400,d7d51291-e1ae-a0e6-0695-2dfb4c9ab589
72d1b415-9f1a-743f-86ba-a0f93c8e3890,1786797391.3000863,0,benign_public,200,72d1b415-9f1a-743f-86ba-a0f93c8e3890
5c78adad-7d6d-617a-c0ad-1f826cfc958c,1786797391.3052874,0,benign_public,200,5c78adad-7d6d-617a-c0ad-1f826cfc958c
8f05d131-e13c-8ed3-4bf5-896158727e42,1786797391.3214185,0,benign_public,200,8f05d131-e13c-8ed3-4bf5-896158727e42
3e7fba9d-61c9-b8d2-bf36-314cd2c6ab79,1786797391.3268535,0,benign_public,200,3e7fba9d-61c9-b8d2-bf36-314cd2c6ab79
a8199aa5-975e-1a2c-b391-c2fc125562a8,1786797391.33287,0,benign_public,200,a8199aa5-975e-1a2c-b391-c2fc125562a8
442fa6ae-7e7e-79f9-191a-fcd99902db63,1786797391.3422027,0,benign_status,200,442fa6ae-7e7e-79f9-191a-fcd99902db63
532a44a0-e4ca-8de2-5244-6622a3cb9dbb,1786797391.3477898,0,benign_public,200,532a44a0-e4ca-8de2-5244-6622a3cb9dbb
03969142-3cff-7ee5-18a5-1c848a89793e,1786797391.359894,0,benign_public,200,03969142-3cff-7ee5-18a5-1c848a89793e
ae12000c-a645-1321-b370-ae67ae45a61e,1786797391.3697069,0,benign_public,200,ae12000c-a645-1321-b370-ae67ae45a61e
b4f297b2-9b20-cd47-5e48-44434b330476,1786797391.373759,1,command_probe,400,b4f297b2-9b20-cd47-5e48-44434b330476
93d5a0c3-077e-4c43-8965-ebecbc19618b,1786797391.3819294,0,benign_status,200,93d5a0c3-077e-4c43-8965-ebecbc19618b
24c3f749-3b15-6958-d47e-eebd27535da1,1786797391.3910918,0,benign_status,200,24c3f749-3b15-6958-d47e-eebd27535da1
d2bbab43-b3dd-e120-562f-853c6d422e32,1786797391.4059548,0,benign_status,200,d2bbab43-b3dd-e120-562f-853c6d422e32
0d917e6b-5383-945c-d76e-11f645483005,1786797391.4182155,1,admin_probe,403,0d917e6b-5383-945c-d76e-11f645483005
f7b29648-ce06-3a99-5a3b-42157892e65c,1786797391.4268985,0,benign_public,200,f7b29648-ce06-3a99-5a3b-42157892e65c
b5b89c93-84d6-2d3c-db53-dfbfa699bdec,1786797391.4355145,0,benign_status,200,b5b89c93-84d6-2d3c-db53-dfbfa699bdec
ca301713-2375-5c0e-379c-47213e77ed3f,1786797391.4443016,0,benign_status,200,ca301713-2375-5c0e-379c-47213e77ed3f
2356c84a-c49c-f46a-441a-272c76077f8e,1786797391.454998,1,admin_probe,403,2356c84a-c49c-f46a-441a-272c76077f8e
35f0e660-fa3e-439a-b714-46a87294d2ab,1786797391.468192,0,benign_login,200,35f0e660-fa3e-439a-b714-46a87294d2ab
3c4906ae-d3b4-76ad-e9b5-6061b7ea8fc8,1786797391.4747028,0,benign_status,200,3c4906ae-d3b4-76ad-e9b5-6061b7ea8fc8
08544c0a-2c89-468e-733d-6bfc1341bf81,1786797391.491675,0,benign_status,200,08544c0a-2c89-468e-733d-6bfc1341bf81
3bc12e60-59ff-4cc5-6f11-9915fc028a23,1786797391.5053573,1,bruteforce,401,798102bd-f094-9e3d-a034-564a0dd6afdf
08a7dfca-ab6c-678b-158e-deeafba5fcb9,1786797391.517348,1,bruteforce,401,798102bd-f094-9e3d-a034-564a0dd6afdf
