sid,sent_ts,label,scenario,http_status,episode_id
48dc53a7-0d61-3433-2718-9b55667abd32,1786797581.9925256,1,bruteforce,401,a4be7475-993c-ddc4-b546-ff0c656f418f
af6e6562-8e13-1cbe-319b-f3273a1676fa,1786797582.017643,1,bruteforce,401,a4be7475-993c-ddc4-b546-ff0c656f418f
a788a7bf-56e3-2d73-5709-26083271dbda,1786797582.0222049,1,bruteforce,401,a4be7475-993c-ddc4-b546-ff0c656f418f
ba574ba1-062b-83f9-e633-6082df07c588,1786797582.031846,1,bruteforce,401,a4be7475-993c-ddc4-b546-ff0c656f418f
199f356b-f9f9-68ab-a2e0-3b0d9b0b1fb7,1786797582.0381944,1,bruteforce,401,a4be7475-993c-ddc4-b546-ff0c656f418f
0eddb856-909a-6b90-fbc2-da55a96ab2c9,1786797582.0454156,1,admin_probe,403,0eddb856-909a-6b90-fbc2-da55a96ab2c9
56326c73-6ef1-8659-e39a-76afb58f772a,1786797582.0576093,0,benign_login,200,56326c73-6ef1-8659-e39a-76afb58f772a
6d6b2263-a959-ac6a-fde8-46a59bd00726,1786797582.0623822,0,benign_public,200,6d6b2263-a959-ac6a-fde8-46a59bd00726
da1a4e36-e8a5-3662-9e9a-3992d1a19f99,1786797582.0775776,1,command_probe,400,da1a4e36-e8a5-3662-9e9a-3992d1a19f99
8f41597a-abcd-2acd-3d3d-117988fee0e2,1786797582.0844796,0,benign_login,200,8f41597a-abcd-2acd-3d3d-117988fee0e2
65ec47f8-f0df-183e-1534-28cdac7f15c7,1786797582.0889297,0,benign_public,200,65ec47f8-f0df-183e-1534-28cdac7f15c7
92f4b319-bd8a-a1df-aacb-80b233d844eb,1786797582.0942047,0,benign_public,200,92f4b319-bd8a-a1df-aacb-80b233d844eb
05996fd2-f124-7bc1-be72-059f2dc7df63,1786797582.1095142,1,bruteforce,401,70966847-f17c-ec76-d4fd-b3c62cd087fe
610f025d-8dd8-2ec0-26e9-14e363d37c72,1786797582.1227317,1,bruteforce,401,70966847-f17c-ec76-d4fd-b3c62cd087fe
1c71ea17-79f8-8410-ab70-224aa4208824,1786797582.127344,1,bruteforce,401,70966847-f17c-ec76-d4fd-b3c62cd087fe
f394232d-03d1-00d4-8229-1adae594efdb,1786797582.135456,1,bruteforce,401,70966847-f17c-ec76-d4fd-b3c62cd087fe
692d4e81-33b9-233b-6963-42f2dd1dc4b3,1786797582.1427045,1,bruteforce,401,70966847-f17c-ec76-d4fd-b3c62cd087fe
db408ce4-2b3a-5e82-15b2-bd751df99e58,1786797582.1569061,0,benign_login,200,db408ce4-2b3a-5e82-15b2-bd751df99e58
c4b0265f-b37d-8342-3fa6-5667f9009782,1786797582.1692433,0,benign_login,200,c4b0265f-b37d-8342-3fa6-5667f9009782
f5e66e0d-7b98-d226-2130-b24388eb256d,1786797582.1743805,0,benign_public,200,f5e66e0d-7b98-d226-2130-b24388eb256d
4537aaaf-d141-b74c-1712-e292c1f1aac5,1786797582.1903508,0,benign_status,200,4537aaaf-d141-b74c-1712-e292c1f1aac5
2526806c-bfef-91fe-e026-974e647f5c94,1786797582.204947,0,benign_status,200,2526806c-bfef-91fe-e026-974e647f5c94
fbd88cc1-1d0b-0228-fc4a-dec8c8e014f9,1786797582.2104795,0,benign_login,200,fbd88cc1-1d0b-0228-fc4a-dec8c8e014f9
5e560883-4768-aa16-1991-0035ef8b7bb4,1786797582.2221518,0,benign_status,200,5e560883-4768-aa16-1991-0035ef8b7bb4
da85a080-fd57-a64d-f718-297dadbf3bbc,1786797582.226296,0,benign_login,200,da85a080-fd57-a64d-f718-297dadbf3bbc
2374d9d7-305e-619e-07c5-8e08b982eb84,1786797582.2377644,0,benign_status,200,2374d9d7-305e-619e-07c5-8e08b982eb84
76c093b4-4d36-1c04-664a-059e444c6565,1786797582.2420888,0,benign_login,200,76c093b4-4d36-1c04-664a-059e444c6565
ab9aad91-381a-f97f-91ac-b6764cbd5879,1786797582.2546973,0,benign_status,200,ab9aad91-381a-f97f-91ac-b6764cbd5879
