sid,sent_ts,label,scenario,http_status,episode_id
1dfc5256-7cc4-cc0e-f13b-df22053f5552,1786797534.780221,0,benign_public,200,1dfc5256-7cc4-cc0e-f13b-df22053f5552
bea376bc-bc1c-bb60-666f-6dc57cb61f79,1786797534.8015773,0,benign_login,200,bea376bc-bc1c-bb60-666f-6dc57cb61f79
5a044b1e-2be8-63f0-ec22-bb9ee4750561,1786797534.8068385,0,benign_status,200,5a044b1e-2be8-63f0-ec22-bb9ee4750561
35fdee33-1fae-a79a-d0a4-a1f235b726cf,1786797534.8240542,0,benign_login,200,35fdee33-1fae-a79a-d0a4-a1f235b726cf
16ede163-7b57-2789-106f-cc27b5db19df,1786797534.833124,0,benign_login,200,16ede163-7b57-2789-106f-cc27b5db19df
c6ec1861-2c1f-7811-01ee-40f4e2ed5702,1786797534.8460007,0,benign_public,200,c6ec1861-2c1f-7811-01ee-40f4e2ed5702
c68f7992-ecf7-a4ee-1826-dda588c3d405,1786797534.8512416,0,benign_public,200,c68f7992-ecf7-a4ee-1826-dda588c3d405
0c8e77ed-e685-9495-1ff8-e0de40286541,1786797534.8663723,0,benign_public,200,0c8e77ed-e685-9495-1ff8-e0de40286541
cf76ff24-775b-5abc-a2e8-50cabca0a1a4,1786797534.8792973,0,benign_login,200,cf76ff24-775b-5abc-a2e8-50cabca0a1a4
4f12cb9e-2fc9-b2ad-6d70-3b04fa9de71a,1786797534.8887916,0,benign_status,200,4f12cb9e-2fc9-b2ad-6d70-3b04fa9de71a
56814993-0f98-2000-06ad-fe7267b20d89,1786797534.8946333,0,benign_public,200,56814993-0f98-2000-06ad-fe7267b20d89
63ee2b37-a387-6e1a-bc76-db6bf235a8f0,1786797534.9043152,0,benign_public,200,63ee2b37-a387-6e1a-bc76-db6bf235a8f0
d9114b96-5a53-1aa3-29e7-acba500577a5,1786797534.9102397,0,benign_login,200,d9114b96-5a53-1aa3-29e7-acba500577a5
4a82780f-f1bb-9d80-9139-d076f4fef4b8,1786797534.9201055,0,benign_status,200,4a82780f-f1bb-9d80-9139-d076f4fef4b8
ffa4712a-be27-7de6-cf6d-991bafd20ea7,1786797534.9288373,0,benign_status,200,ffa4712a-be27-7de6-cf6d-991bafd20ea7
782cd642-2c06-7d54-904c-5ced05830dee,1786797534.9409444,0,benign_status,200,782cd642-2c06-7d54-904c-5ced05830dee
5be97e62-ec5e-7efa-bc7e-d48e00d7a4bc,1786797534.9521413,0,benign_status,200,5be97e62-ec5e-7efa-bc7e-d48e00d7a4bc
38760c90-b687-a232-04b7-38c17808f59e,1786797534.9645967,0,benign_public,200,38760c90-b687-a232-04b7-38c17808f59e
9d40bf7b-29b6-2ef7-7f49-8c4efccfd30d,1786797534.9782813,0,benign_public,200,9d40bf7b-29b6-2ef7-7f49-8c4efccfd30d
ab524249-d075-ca0b-782f-6dc23222cb31,1786797534.9826293,0,benign_status,200,ab524249-d075-ca0b-782f-6dc23222cb31
b3e179f7-1b43-9d41-e980-7331adebe6e3,1786797534.989447,0,benign_login,200,b3e179f7-1b43-9d41-e980-7331adebe6e3
6e8e2ad7-b156-3d94-920c-f10775fef62f,1786797535.0010567,0,benign_public,200,6e8e2ad7-b156-3d94-920c-f10775fef62f
856eecac-22df-ff21-8f54-1646a9b69075,1786797535.0082443,1,bruteforce,401,ad7f8aad-37c2-d707-e01f-d4df1422135a
e3c129e7-175a-c0a2-33ba-c87bbe13b900,1786797535.0166962,1,bruteforce,401,ad7f8aad-37c2-d707-e01f-d4df1422135a
91a721f0-0f6d-6c9f-b8b1-fedcfdfc755e,1786797535.030024,1,bruteforce,401,ad7f8aad-37c2-d707-e01f-d4df1422135a
