sid,sent_ts,label,scenario,http_status,episode_id
7019fcc3-64c6-f0de-730b-b1e185a23bf9,1786797421.6820033,0,benign_public,200,7019fcc3-64c6-f0de-730b-b1e185a23bf9
5e6c25bd-23b5-d114-64ba-e2d35f82dc11,1786797421.6943703,0,benign_login,200,5e6c25bd-23b5-d114-64ba-e2d35f82dc11
3543dded-7868-9212-49f8-0c69e3a60b6e,1786797421.703824,1,bruteforce,401,2f82cc2e-64f2-2e3a-d340-bee21573d134
2e130847-2c1d-7a39-8601-d292e3a08803,1786797421.7129135,1,bruteforce,401,2f82cc2e-64f2-2e3a-d340-bee21573d134
3a0bca90-c47e-1dbb-002a-c3b8eb8ed08f,1786797421.723539,1,bruteforce,401,2f82cc2e-64f2-2e3a-d340-bee21573d134
c7e970a4-a2c1-be66-c96e-2cd9bc15c621,1786797421.733344,1,bruteforce,401,2f82cc2e-64f2-2e3a-d340-bee21573d134
d15e3b14-510c-bc3b-7e83-a39a1e3e3f51,1786797421.750207,1,bruteforce,401,2f82cc2e-64f2-2e3a-d340-bee21573d134
24cb6f49-7dc7-b617-7de6-7922f9c3f1a4,1786797421.7567382,0,benign_login,200,24cb6f49-7dc7-b617-7de6-7922f9c3f1a4
f95490c7-fda7-3af6-93e8-44dc0d8f57b1,1786797421.7656693,0,benign_status,200,f95490c7-fda7-3af6-93e8-44dc0d8f57b1
afd3d4a1-5e0e-c4a2-c86c-5360cdeaea85,1786797421.7789865,1,path_traversal,400,afd3d4a1-5e0e-c4a2-c86c-5360cdeaea85
b4750a66-c969-22e4-4f68-4d167832d16a,1786797421.7895958,0,benign_public,200,b4750a66-c969-22e4-4f68-4d167832d16a
ebfb7814-50a8-5f92-a733-23fb65ef030f,1786797421.802203,0,benign_login,200,ebfb7814-50a8-5f92-a733-23fb65ef030f
cbf98a5d-cd96-f88c-cf5c-b98a42d0c5cb,1786797421.8128333,0,benign_login,200,cbf98a5d-cd96-f88c-cf5c-b98a42d0c5cb
8cf5727b-2094-74d2-5d9c-cd1878dffbb6,1786797421.8186402,0,benign_public,200,8cf5727b-2094-74d2-5d9c-cd1878dffbb6
19c150b7-f59e-7e1e-d8a3-22fae89ee67b,1786797421.8231814,0,benign_status,200,19c150b7-f59e-7e1e-d8a3-22fae89ee67b
f99ee9b8-16a3-8b5a-beb3-c510b54f6e4c,1786797421.8293912,0,benign_login,200,f99ee9b8-16a3-8b5a-beb3-c510b54f6e4c
